Time (HH:MM:SS),Spindle speed (RPM),Feed rate (mm/min),Depth of cut (mm),Cutting tool path x (mm),Cutting tool path y (mm)
16:57:46,1336,430.52,3.61,18315.28,18313.99
16:57:47,2355,567.13,3.2,18315.77,18314.13
16:57:48,2254,144.34,4.42,18316.07,18314.6
16:57:49,2139,413.85,1.29,18316.34,18314.87
16:57:50,2454,323.31,2.35,18316.77,18315.26
16:57:51,1010,207.08,4.7,18316.89,18315.42
16:57:52,1706,571.67,3.53,18317.17,18315.78
16:57:53,2492,209.32,3.87,18317.56,18316.17
16:57:54,2622,160.42,3.02,18317.83,18316.45
16:57:55,2093,156.09,4.1,18318.1,18316.62
16:57:56,1920,392.6,1.8,18318.54,18316.9
16:57:57,2410,430.45,0.77,18318.92,18317.03
16:57:58,2463,549.3,0.61,18319.22,18317.26
16:57:59,2491,586.18,0.92,18319.69,18317.58
16:58:00,1572,402.64,2.8,18319.92,18317.72
16:58:01,2993,509.38,4.27,18320.28,18317.96
16:58:02,950,264.6,1.12,18320.58,18318.17
16:58:03,1776,481.49,3.62,18320.74,18318.33
16:58:04,2303,189.12,0.73,18320.94,18318.68
16:58:05,740,335.96,3.16,18321.28,18319.13
16:58:06,2016,541.65,3.23,18321.69,18319.4
16:58:07,747,344.64,4.03,18321.87,18319.84
16:58:08,2668,340.1,4.72,18322.22,18320.07
16:58:09,527,290.07,1.08,18322.41,18320.34
16:58:10,1739,345.38,1.61,18322.52,18320.81
16:58:11,1788,180.78,1.89,18322.82,18321.15
16:58:12,602,491.43,3.6,18323.01,18321.57
16:58:13,1058,241.88,4.03,18323.37,18321.84
16:58:14,2014,579.28,1.21,18323.54,18322.11
16:58:15,1928,113.4,3.58,18323.73,18322.22
16:58:16,2803,559.42,1.49,18323.91,18322.38
16:58:17,1784,479.42,1.01,18324.05,18322.72
16:58:18,1417,274.03,3.48,18324.41,18322.99
16:58:19,645,286.3,4.05,18324.78,18323.25
16:58:20,1596,246.93,4.16,18325.02,18323.45
16:58:21,1589,421.54,3.02,18325.42,18323.82
16:58:22,1643,202.09,4.59,18325.77,18323.99
16:58:23,2572,553.4,3.24,18326.13,18324.15
16:58:24,2160,392.51,2.42,18326.29,18324.31
16:58:25,814,289.23,3.89,18326.42,18324.8
16:58:26,2556,478.12,1.46,18326.73,18325.07
16:58:27,942,535.24,2.57,18326.88,18325.28
16:58:28,1181,105.07,1.75,18327.15,18325.57
16:58:29,1608,275.34,1.85,18327.54,18325.97
16:58:30,536,154.51,3.33,18327.7,18326.32
16:58:31,1170,524.17,2.66,18328.02,18326.76
16:58:32,1776,444.99,2.64,18328.15,18327.18
16:58:33,2989,528.34,2.06,18328.63,18327.51
16:58:34,1170,544.53,0.86,18328.83,18327.85
16:58:35,1452,433.69,1.95,18329.07,18327.98
16:58:36,2200,546.89,1.72,18329.26,18328.22
16:58:37,1498,255.27,4.89,18329.59,18328.42
16:58:38,2333,180.64,1.53,18330.03,18328.84
16:58:39,596,496.42,4.21,18330.18,18329.32
16:58:40,1897,325.62,4.78,18330.61,18329.76
16:58:41,1402,589.84,4.3,18331.09,18330.26
16:58:42,517,291.16,1.3,18331.22,18330.69
16:58:43,745,420.68,0.79,18331.33,18331.03
16:58:44,633,553.62,2.56,18331.56,18331.14
16:58:45,1077,414.05,3.83,18331.69,18331.26
16:58:46,1705,117.48,3.89,18331.86,18331.39
16:58:47,2700,341.53,4.27,18332.14,18331.72
16:58:48,885,306.94,0.59,18332.31,18331.87
16:58:49,2174,134.61,4.86,18332.65,18332.07
16:58:50,1089,236.15,0.91,18333.0,18332.55
16:58:51,2895,418.31,2.96,18333.22,18332.94
16:58:52,2673,193.98,4.18,18333.62,18333.09
16:58:53,1713,169.62,4.14,18334.04,18333.59
16:58:54,623,208.11,3.51,18334.18,18333.94
16:58:55,880,200.46,1.97,18334.64,18334.43
16:58:56,2705,434.13,4.94,18335.12,18334.86
16:58:57,930,583.33,2.04,18335.31,18335.1
16:58:58,2276,560.73,3.35,18335.55,18335.29
16:58:59,1193,505.61,1.47,18335.81,18335.42
16:59:00,917,279.97,3.12,18336.21,18335.84
16:59:01,1934,113.48,4.93,18336.37,18336.33
16:59:02,1090,235.85,3.58,18336.51,18336.52
16:59:03,2997,593.83,3.63,18336.81,18336.69
16:59:04,2162,347.76,4.32,18337.13,18337.03
16:59:05,2234,303.24,0.84,18337.49,18337.48
16:59:06,1628,229.85,4.21,18337.79,18337.9
16:59:07,2396,224.38,3.98,18337.92,18338.21
16:59:08,2572,174.05,0.8,18338.34,18338.67
16:59:09,2682,576.96,3.52,18338.7,18338.93
16:59:10,2905,140.42,3.71,18339.05,18339.36
16:59:11,2532,181.85,1.81,18339.47,18339.59
16:59:12,1733,478.93,4.08,18339.69,18339.91
16:59:13,754,480.83,2.71,18340.17,18340.19
16:59:14,1175,502.92,2.88,18340.5,18340.39
16:59:15,2229,424.19,0.8,18340.78,18340.84
16:59:16,2955,117.22,4.15,18341.05,18341.11
16:59:17,722,407.42,4.65,18341.33,18341.29
16:59:18,2784,124.14,3.65,18341.56,18341.65
16:59:19,2960,536.65,1.03,18341.68,18342.08
16:59:20,1389,112.79,3.86,18341.79,18342.48
16:59:21,2683,448.11,1.06,18342.08,18342.78
16:59:22,2473,300.58,1.5,18342.42,18343.15
16:59:23,1662,169.51,4.97,18342.86,18343.39
16:59:24,1203,358.17,3.53,18343.13,18343.78
16:59:25,2026,301.49,0.58,18343.54,18344.13
16:59:26,2554,506.06,4.29,18343.77,18344.48
16:59:27,790,423.34,4.41,18343.88,18344.69
16:59:28,2631,100.89,4.28,18344.11,18345.06
16:59:29,1107,474.64,3.64,18344.37,18345.44
16:59:30,1120,506.31,3.16,18344.53,18345.88
16:59:31,1485,519.73,2.62,18344.81,18346.25
16:59:32,1279,377.81,2.68,18345.06,18346.52
16:59:33,709,502.55,4.36,18345.28,18346.71
16:59:34,631,196.31,4.17,18345.42,18346.92
16:59:35,1578,308.93,3.04,18345.83,18347.13
16:59:36,1533,144.55,2.08,18346.14,18347.57
16:59:37,2660,125.57,1.96,18346.36,18348.05
16:59:38,2280,369.04,1.39,18346.47,18348.37
16:59:39,2891,254.68,2.47,18346.59,18348.7
16:59:40,1970,248.48,2.57,18346.92,18348.92
16:59:41,2139,266.55,0.83,18347.38,18349.14
16:59:42,2912,439.06,0.85,18347.87,18349.33
16:59:43,1985,147.96,1.79,18348.08,18349.81
16:59:44,786,391.37,4.46,18348.35,18350.1
16:59:45,827,251.09,4.79,18348.52,18350.34
16:59:46,2385,599.15,2.79,18348.99,18350.6
16:59:47,1127,399.54,0.65,18349.43,18350.79
16:59:48,2366,223.92,2.72,18349.77,18350.91
16:59:49,1214,219.56,3.25,18349.89,18351.06
16:59:50,561,414.72,4.83,18350.12,18351.54
16:59:51,691,401.0,3.56,18350.26,18351.96
16:59:52,2781,559.61,4.79,18350.73,18352.17
16:59:53,2013,555.42,3.08,18350.95,18352.65
16:59:54,2607,110.94,0.78,18351.23,18352.79
16:59:55,2107,261.28,4.23,18351.49,18353.24
16:59:56,2399,239.17,4.55,18351.63,18353.55
16:59:57,2924,342.48,1.87,18351.88,18353.8
16:59:58,2977,261.27,1.66,18352.33,18354.3
16:59:59,567,276.28,1.9,18352.63,18354.51
17:00:00,1904,403.52,1.01,18352.74,18354.65
17:00:01,2236,391.72,2.77,18353.21,18354.78
17:00:02,910,108.87,3.92,18353.36,18355.02
17:00:03,946,144.24,2.57,18353.62,18355.27
17:00:04,2036,538.68,3.52,18353.89,18355.48
17:00:05,2603,171.81,4.96,18354.08,18355.77
17:00:06,1576,328.55,2.22,18354.47,18356.22
17:00:07,1438,519.15,2.82,18354.63,18356.38
17:00:08,2726,480.7,2.76,18354.9,18356.51
17:00:09,2258,305.24,3.65,18355.37,18356.96
17:00:10,1067,496.84,3.36,18355.8,18357.19
17:00:11,851,497.81,1.31,18356.06,18357.42
17:00:12,2475,282.82,3.43,18356.49,18357.62
17:00:13,1307,197.62,4.56,18356.95,18357.79
17:00:14,2172,478.5,3.04,18357.4,18358.15
17:00:15,1024,544.0,2.21,18357.5,18358.47
17:00:16,1044,280.89,4.46,18357.65,18358.62
17:00:17,574,525.85,3.62,18358.04,18359.05
17:00:18,1409,367.66,2.77,18358.24,18359.28
17:00:19,779,358.92,2.25,18358.52,18359.61
17:00:20,1425,193.26,4.9,18358.76,18360.06
17:00:21,788,140.71,1.34,18358.87,18360.35
17:00:22,2054,104.52,1.62,18359.2,18360.72
17:00:23,1010,556.26,2.42,18359.66,18360.86
17:00:24,1526,413.3,1.17,18359.91,18361.31
17:00:25,2633,588.4,3.54,18360.26,18361.64
17:00:26,701,413.95,0.86,18360.51,18362.0
17:00:27,2621,463.87,1.22,18360.92,18362.35
17:00:28,1644,238.78,1.63,18361.06,18362.65
17:00:29,1315,275.42,4.04,18361.29,18362.86
17:00:30,1391,182.81,3.49,18361.64,18363.28
17:00:31,2277,257.96,1.0,18361.97,18363.75
17:00:32,715,528.84,1.89,18362.17,18364.16
17:00:33,2867,533.99,1.02,18362.65,18364.36
17:00:34,2195,157.5,3.86,18362.82,18364.68
17:00:35,654,540.24,3.88,18363.19,18364.93
17:00:36,816,553.17,4.78,18363.65,18365.22
17:00:37,1410,210.02,4.11,18364.09,18365.66
17:00:38,2154,593.39,2.74,18364.41,18365.84
17:00:39,2344,190.83,2.71,18364.87,18366.12
17:00:40,1901,422.3,3.44,18365.13,18366.47
17:00:41,1427,155.69,2.59,18365.55,18366.69
17:00:42,889,274.13,3.19,18365.93,18366.99
17:00:43,2562,105.39,0.92,18366.11,18367.31
17:00:44,1435,208.9,4.96,18366.43,18367.62
17:00:45,992,172.2,2.76,18366.87,18367.89
17:00:46,1935,210.99,1.35,18367.34,18368.26
17:00:47,1229,538.3,0.7,18367.52,18368.58
17:00:48,741,344.26,3.4,18367.64,18368.9
17:00:49,2674,276.21,1.76,18367.89,18369.04
17:00:50,2005,593.03,4.05,18368.18,18369.18
17:00:51,1603,219.52,4.53,18368.55,18369.45
17:00:52,1713,192.9,1.49,18368.92,18369.73
17:00:53,2280,390.54,3.02,18369.38,18370.16
17:00:54,1952,126.8,0.88,18369.76,18370.49
17:00:55,1832,390.92,1.86,18370.13,18370.8
17:00:56,941,178.87,3.19,18370.31,18371.07
17:00:57,2737,353.03,1.7,18370.6,18371.57
17:00:58,2593,412.44,0.89,18370.99,18371.89
17:00:59,1493,267.68,1.33,18371.16,18372.36
17:01:00,2780,453.44,0.94,18371.44,18372.77
17:01:01,778,105.63,1.33,18371.56,18373.25
17:01:02,2621,507.03,2.53,18371.96,18373.58
17:01:03,866,250.94,2.75,18372.15,18373.98
17:01:04,2274,551.26,2.31,18372.56,18374.08
17:01:05,1327,232.49,0.88,18372.78,18374.57
17:01:06,969,370.19,1.24,18372.99,18374.92
17:01:07,2760,103.24,1.79,18373.37,18375.36
17:01:08,1250,353.89,2.18,18373.63,18375.79
17:01:09,2233,438.1,1.44,18374.01,18376.2
17:01:10,2705,490.29,2.56,18374.42,18376.64
17:01:11,1153,579.74,2.09,18374.62,18376.74
17:01:12,503,418.01,2.85,18374.74,18377.01
17:01:13,2626,490.34,1.08,18374.85,18377.16
17:01:14,2398,517.54,1.17,18375.16,18377.32
17:01:15,1321,385.37,4.57,18375.4,18377.63
17:01:16,1292,560.82,4.35,18375.76,18377.97
17:01:17,2271,580.82,4.64,18375.95,18378.46
17:01:18,2788,244.95,2.11,18376.32,18378.58
17:01:19,2406,462.96,4.79,18376.5,18378.94
17:01:20,2777,369.13,3.07,18376.64,18379.16
17:01:21,2859,349.84,1.55,18377.05,18379.4
17:01:22,2791,264.28,2.39,18377.18,18379.86
17:01:23,2949,549.24,2.62,18377.42,18380.27
17:01:24,1156,598.25,3.13,18377.62,18380.55
17:01:25,2252,262.44,3.38,18377.88,18380.83
17:01:26,1332,255.59,2.14,18378.25,18381.05
17:01:27,2843,581.5,2.52,18378.41,18381.46
17:01:28,2045,368.68,1.83,18378.87,18381.92
17:01:29,1304,310.0,4.41,18379.32,18382.41
17:01:30,2423,488.46,2.04,18379.55,18382.81
17:01:31,2214,431.59,2.68,18379.81,18383.1
17:01:32,749,284.76,3.27,18379.93,18383.33
17:01:33,802,520.92,1.71,18380.28,18383.71
17:01:34,2451,296.12,2.37,18380.6,18384.18
17:01:35,1645,279.26,3.81,18380.83,18384.66
17:01:36,2863,477.29,1.67,18381.07,18384.87
17:01:37,2644,330.92,1.74,18381.36,18385.08
17:01:38,918,504.96,2.47,18381.69,18385.41
17:01:39,2093,333.12,2.32,18381.81,18385.72
17:01:40,2368,194.29,4.05,18381.95,18385.82
17:01:41,2008,435.41,0.98,18382.23,18386.18
17:01:42,567,121.59,4.16,18382.39,18386.5
17:01:43,672,203.56,0.63,18382.56,18386.83
17:01:44,2459,206.04,4.57,18382.76,18386.94
17:01:45,2246,415.53,3.71,18383.22,18387.33
17:01:46,669,425.27,1.27,18383.46,18387.72
17:01:47,2848,247.56,0.58,18383.96,18387.95
17:01:48,1110,164.5,1.23,18384.37,18388.44
17:01:49,1984,278.6,4.4,18384.65,18388.82
17:01:50,725,122.81,2.35,18384.81,18389.1
17:01:51,1851,286.61,1.43,18384.91,18389.36
17:01:52,1890,151.1,0.53,18385.07,18389.76
17:01:53,1547,443.4,0.51,18385.18,18389.91
17:01:54,2808,496.68,2.86,18385.66,18390.13
17:01:55,2620,292.43,4.04,18385.88,18390.51
17:01:56,2883,349.72,1.22,18386.01,18390.79
17:01:57,2310,118.55,0.97,18386.24,18390.96
17:01:58,1256,551.35,3.96,18386.49,18391.43
17:01:59,2220,510.93,4.76,18386.59,18391.72
17:02:00,1802,368.59,3.97,18386.82,18392.2
17:02:01,1168,410.34,4.67,18387.24,18392.41
17:02:02,2538,150.08,4.67,18387.59,18392.71
17:02:03,2132,514.11,2.84,18388.06,18393.19
17:02:04,2447,496.75,0.69,18388.53,18393.58
17:02:05,1164,475.06,3.41,18388.8,18394.0
17:02:06,2742,195.28,3.0,18389.2,18394.2
17:02:07,2547,445.72,4.05,18389.36,18394.59
17:02:08,1079,323.4,2.67,18389.63,18395.08
17:02:09,1480,363.97,0.65,18389.97,18395.4
17:02:10,2901,404.67,2.9,18390.29,18395.67
17:02:11,1255,280.47,2.25,18390.72,18395.92
17:02:12,1014,485.42,4.04,18390.96,18396.26
17:02:13,2440,367.26,3.1,18391.19,18396.71
17:02:14,1057,428.96,3.48,18391.58,18397.09
17:02:15,767,133.28,4.74,18391.75,18397.58
17:02:16,2150,394.22,4.37,18391.88,18398.01
17:02:17,1028,287.38,2.81,18392.12,18398.18
17:02:18,1917,574.86,4.81,18392.53,18398.47
17:02:19,1072,164.16,0.63,18392.84,18398.76
17:02:20,1937,522.04,1.02,18393.22,18398.99
17:02:21,1029,262.54,2.15,18393.41,18399.46
17:02:22,2765,584.53,3.3,18393.55,18399.95
17:02:23,2731,385.81,2.88,18394.05,18400.2
17:02:24,2038,432.24,1.58,18394.52,18400.46
17:02:25,1996,146.88,0.67,18394.96,18400.84
17:02:26,1450,106.98,4.54,18395.23,18401.16
17:02:27,1325,469.31,2.03,18395.36,18401.48
17:02:28,2613,161.25,4.32,18395.67,18401.73
17:02:29,777,401.12,2.55,18395.95,18402.16
17:02:30,1474,323.58,0.8,18396.2,18402.38
17:02:31,2259,429.76,4.11,18396.6,18402.52
17:02:32,2908,338.51,2.05,18397.09,18402.66
17:02:33,981,186.34,3.35,18397.4,18402.87
17:02:34,2244,295.51,2.74,18397.61,18403.03
17:02:35,1167,216.77,3.32,18397.87,18403.4
17:02:36,965,575.8,3.98,18398.21,18403.72
17:02:37,1819,370.62,3.09,18398.66,18404.12
17:02:38,1203,542.99,3.92,18398.95,18404.35
17:02:39,2216,437.22,3.23,18399.36,18404.71
17:02:40,910,249.98,0.82,18399.75,18404.97
17:02:41,1984,231.16,4.79,18400.19,18405.14
17:02:42,2822,407.02,3.78,18400.54,18405.49
17:02:43,900,367.75,0.84,18400.65,18405.81
17:02:44,1183,539.89,0.61,18400.79,18406.02
17:02:45,2792,210.21,4.44,18400.96,18406.43
17:02:46,1122,460.1,4.52,18401.41,18406.66
17:02:47,2722,177.3,1.52,18401.72,18407.01
17:02:48,1188,499.86,3.91,18401.97,18407.28
17:02:49,2774,241.35,2.05,18402.2,18407.49
17:02:50,1837,234.23,1.76,18402.33,18407.81
17:02:51,2035,418.59,3.24,18402.48,18407.93
17:02:52,1943,397.62,2.22,18402.9,18408.1
17:02:53,931,421.84,4.5,18403.38,18408.2
17:02:54,775,527.11,3.23,18403.6,18408.45
17:02:55,1379,595.38,4.85,18404.05,18408.9
17:02:56,1312,513.95,3.2,18404.2,18409.22
17:02:57,2857,150.51,4.72,18404.53,18409.41
17:02:58,2722,544.98,1.57,18404.99,18409.56
17:02:59,2976,276.65,0.68,18405.3,18410.05
17:03:00,2100,189.79,3.47,18405.54,18410.27
17:03:01,1926,155.46,2.81,18405.88,18410.66
17:03:02,2571,424.54,0.62,18406.24,18410.9
17:03:03,2984,328.19,0.63,18406.51,18411.29
17:03:04,2311,423.26,1.29,18406.69,18411.44
17:03:05,762,548.7,3.57,18406.93,18411.9
17:03:06,1124,561.01,3.84,18407.06,18412.22
17:03:07,1386,325.54,4.0,18407.18,18412.55
17:03:08,1037,319.68,3.83,18407.32,18412.71
17:03:09,1242,561.54,4.31,18407.43,18413.05
17:03:10,1027,502.8,1.13,18407.6,18413.4
17:03:11,2864,316.96,1.64,18408.03,18413.65
17:03:12,2977,124.6,1.48,18408.47,18414.06
17:03:13,712,352.82,2.07,18408.61,18414.53
17:03:14,2884,192.32,0.56,18408.71,18414.78
17:03:15,741,197.33,1.42,18408.9,18415.13
17:03:16,1965,569.02,2.87,18409.1,18415.29
17:03:17,2348,491.37,3.23,18409.25,18415.47
17:03:18,547,124.71,0.53,18409.57,18415.83
17:03:19,1167,389.95,1.22,18409.93,18416.26
17:03:20,2945,114.75,1.44,18410.15,18416.5
17:03:21,2761,148.46,3.57,18410.37,18416.91
17:03:22,2563,178.32,0.61,18410.59,18417.29
17:03:23,2060,305.34,4.36,18410.78,18417.59
17:03:24,586,230.48,2.26,18411.23,18417.74
17:03:25,1300,448.72,4.43,18411.55,18418.05
17:03:26,785,341.27,1.02,18411.88,18418.33
17:03:27,1342,115.38,4.6,18412.04,18418.47
17:03:28,1202,155.5,2.18,18412.47,18418.89
17:03:29,2663,129.11,1.69,18412.93,18419.3
17:03:30,2780,534.74,1.16,18413.15,18419.46
17:03:31,2338,481.48,3.5,18413.46,18419.81
17:03:32,2720,393.91,2.47,18413.9,18419.94
17:03:33,2735,290.92,4.07,18414.32,18420.42
17:03:34,2415,440.43,3.7,18414.66,18420.84
17:03:35,1305,431.11,1.96,18414.86,18421.02
17:03:36,2209,425.95,3.48,18415.32,18421.37
17:03:37,1729,486.56,4.18,18415.67,18421.55
17:03:38,588,383.94,4.13,18415.95,18421.76
17:03:39,2934,223.1,1.54,18416.3,18422.11
17:03:40,1342,134.59,0.83,18416.7,18422.29
17:03:41,569,320.6,3.92,18416.94,18422.67
17:03:42,2289,500.1,4.88,18417.22,18423.11
17:03:43,636,169.71,2.2,18417.59,18423.46
17:03:44,1036,310.29,4.22,18417.96,18423.86
17:03:45,2377,443.54,0.82,18418.07,18424.13
17:03:46,835,308.67,3.49,18418.19,18424.43
17:03:47,1276,531.43,3.31,18418.44,18424.88
17:03:48,1166,589.83,2.19,18418.77,18425.22
17:03:49,1230,289.34,1.12,18418.88,18425.43
17:03:50,2611,549.38,2.88,18419.02,18425.66
17:03:51,2747,510.27,3.35,18419.46,18425.78
17:03:52,1985,325.6,3.23,18419.81,18426.2
17:03:53,753,585.8,1.51,18420.16,18426.54
17:03:54,2765,111.74,4.0,18420.49,18427.03
17:03:55,1201,524.82,4.26,18420.98,18427.22
17:03:56,1868,522.49,2.77,18421.14,18427.66
17:03:57,2574,413.97,3.24,18421.46,18428.05
17:03:58,740,146.4,1.14,18421.83,18428.53
17:03:59,2203,540.19,2.55,18422.22,18428.64
17:04:00,962,404.99,1.31,18422.33,18428.76
17:04:01,571,102.0,0.53,18422.63,18429.13
17:04:02,1158,306.06,0.94,18423.06,18429.6
17:04:03,2690,536.46,4.97,18423.35,18430.02
17:04:04,1962,360.77,1.52,18423.46,18430.34
17:04:05,1249,440.28,3.47,18423.72,18430.77
17:04:06,881,197.57,1.54,18423.93,18431.15
17:04:07,1037,368.0,0.8,18424.36,18431.33
17:04:08,992,459.57,0.54,18424.68,18431.8
17:04:09,2033,473.56,4.16,18425.06,18432.26
17:04:10,2222,536.54,4.37,18425.49,18432.61
17:04:11,1972,280.15,2.3,18425.68,18433.05
17:04:12,2401,494.46,1.8,18425.93,18433.54
17:04:13,2744,513.54,3.42,18426.3,18433.75
17:04:14,1524,427.52,1.85,18426.62,18433.89
17:04:15,1815,184.1,4.31,18426.84,18434.3
17:04:16,1171,367.86,1.15,18426.97,18434.64
17:04:17,972,407.77,2.61,18427.22,18434.76
17:04:18,2359,118.91,3.13,18427.63,18434.95
17:04:19,1432,440.78,3.1,18427.9,18435.28
17:04:20,1949,266.82,2.94,18428.12,18435.69
17:04:21,2195,245.72,0.55,18428.51,18435.81
17:04:22,1899,469.34,0.99,18428.92,18436.0
17:04:23,2205,337.96,3.74,18429.12,18436.36
17:04:24,1368,342.61,2.31,18429.46,18436.57
17:04:25,2761,421.47,5.0,18429.84,18436.87
17:04:26,1856,289.13,2.39,18430.26,18437.24
17:04:27,2172,124.7,3.72,18430.46,18437.54
17:04:28,2980,317.74,4.99,18430.74,18437.75
17:04:29,2659,558.87,1.28,18430.93,18438.04
17:04:30,2330,102.36,1.97,18431.24,18438.44
17:04:31,1717,407.86,1.86,18431.36,18438.64
17:04:32,1851,431.25,1.54,18431.6,18438.9
17:04:33,1975,184.31,0.7,18431.8,18439.09
17:04:34,1270,347.44,0.71,18432.16,18439.49
17:04:35,1054,348.34,2.43,18432.58,18439.76
17:04:36,2083,435.54,3.88,18432.68,18440.19
17:04:37,2312,404.19,3.26,18433.11,18440.59
17:04:38,1335,533.76,4.13,18433.46,18440.89
17:04:39,2792,471.71,1.66,18433.85,18441.35
17:04:40,1517,310.97,1.45,18434.34,18441.76
17:04:41,1512,343.43,1.36,18434.78,18442.22
17:04:42,1730,599.69,3.92,18434.91,18442.62
17:04:43,1949,231.77,4.04,18435.2,18442.96
17:04:44,843,170.25,0.61,18435.7,18443.24
17:04:45,2576,305.35,0.52,18436.04,18443.62
17:04:46,796,117.55,4.28,18436.36,18444.03
17:04:47,753,210.09,1.56,18436.78,18444.45
17:04:48,795,200.33,2.38,18437.09,18444.65
17:04:49,1408,406.91,3.6,18437.43,18445.06
17:04:50,2307,211.32,4.73,18437.66,18445.35
17:04:51,1400,123.4,0.52,18437.84,18445.68
17:04:52,1993,373.62,4.63,18438.1,18445.93
17:04:53,1962,244.37,4.57,18438.58,18446.11
17:04:54,1668,255.11,1.05,18438.97,18446.36
17:04:55,922,504.4,2.34,18439.29,18446.85
17:04:56,933,223.52,2.2,18439.64,18446.99
17:04:57,1906,214.13,2.63,18439.99,18447.24
17:04:58,1237,541.86,2.35,18440.27,18447.68
17:04:59,1428,514.38,1.83,18440.5,18447.95
17:05:00,2497,352.0,1.3,18440.68,18448.38
17:05:01,2061,367.23,1.81,18440.97,18448.69
17:05:02,2495,427.79,1.45,18441.46,18449.06
17:05:03,594,363.08,3.8,18441.8,18449.3
17:05:04,825,167.82,3.85,18441.94,18449.75
17:05:05,1918,209.08,4.22,18442.31,18450.16
17:05:06,687,382.5,4.82,18442.56,18450.64
17:05:07,2551,139.36,1.73,18442.72,18450.81
17:05:08,564,185.28,3.0,18443.12,18451.05
17:05:09,1440,402.71,4.29,18443.43,18451.39
17:05:10,2739,594.88,4.55,18443.92,18451.76
17:05:11,2689,435.88,2.54,18444.2,18452.13
17:05:12,1393,335.22,3.97,18444.32,18452.28
17:05:13,1151,183.76,1.12,18444.65,18452.71
17:05:14,2911,333.28,1.23,18444.94,18452.98
17:05:15,2854,323.38,3.03,18445.19,18453.44
17:05:16,1482,377.47,1.17,18445.6,18453.55
17:05:17,680,536.12,4.13,18445.73,18454.02
17:05:18,2973,323.71,4.15,18446.08,18454.32
17:05:19,2749,298.08,2.36,18446.57,18454.79
17:05:20,2566,474.72,3.87,18447.0,18454.91
17:05:21,1969,288.51,1.57,18447.31,18455.35
17:05:22,2200,120.56,3.41,18447.8,18455.61
17:05:23,2297,482.85,4.97,18448.13,18455.98
17:05:24,2064,260.73,2.01,18448.53,18456.42
17:05:25,2021,103.38,3.59,18449.01,18456.58
17:05:26,1858,343.57,2.14,18449.42,18457.02
17:05:27,848,592.11,2.78,18449.84,18457.46
17:05:28,1140,190.5,0.89,18450.25,18457.7
17:05:29,1107,526.38,4.64,18450.49,18457.92
17:05:30,906,275.72,4.5,18450.74,18458.17
17:05:31,2327,298.44,3.16,18450.89,18458.46
17:05:32,1627,594.65,0.88,18451.32,18458.92
17:05:33,815,370.1,2.94,18451.78,18459.28
17:05:34,1951,402.25,4.93,18452.23,18459.61
17:05:35,1638,385.36,1.75,18452.7,18459.76
17:05:36,1206,338.76,4.34,18452.93,18459.97
17:05:37,1756,577.77,0.81,18453.11,18460.25
17:05:38,2084,168.12,2.95,18453.23,18460.49
17:05:39,1668,597.35,2.55,18453.4,18460.96
17:05:40,1698,138.25,4.79,18453.58,18461.23
17:05:41,1951,324.72,2.14,18453.81,18461.52
17:05:42,1895,407.85,1.22,18454.26,18461.66
17:05:43,1602,166.22,0.61,18454.4,18462.06
17:05:44,612,139.61,1.22,18454.79,18462.23
17:05:45,1582,296.14,1.09,18455.07,18462.72
17:05:46,582,505.58,4.16,18455.29,18463.19
17:05:47,1657,109.83,3.11,18455.78,18463.51
17:05:48,2778,220.66,0.67,18455.88,18463.76
17:05:49,882,151.18,4.21,18456.17,18464.17
17:05:50,2479,366.67,1.15,18456.53,18464.42
17:05:51,2761,194.44,1.56,18456.79,18464.71
17:05:52,957,599.03,3.23,18456.98,18464.85
17:05:53,759,573.39,2.01,18457.27,18465.33
17:05:54,2094,458.82,2.13,18457.61,18465.56
17:05:55,1824,375.85,2.03,18457.86,18465.67
17:05:56,1724,180.72,1.45,18458.05,18466.15
17:05:57,1958,370.43,3.01,18458.43,18466.47
17:05:58,2283,100.97,4.43,18458.6,18466.89
17:05:59,738,185.11,1.36,18458.79,18467.07
17:06:00,1516,409.61,2.84,18458.99,18467.5
17:06:01,1324,197.36,0.59,18459.46,18467.76
17:06:02,2652,121.8,3.45,18459.7,18468.08
17:06:03,2501,523.79,1.16,18460.12,18468.31
17:06:04,1313,272.85,2.18,18460.38,18468.79
17:06:05,991,373.37,4.75,18460.48,18469.1
17:06:06,2619,267.97,0.97,18460.96,18469.26
17:06:07,2676,380.59,2.3,18461.27,18469.56
17:06:08,1568,280.89,3.32,18461.57,18469.89
17:06:09,2341,167.82,0.79,18462.05,18470.34
17:06:10,2023,237.35,4.02,18462.21,18470.82
17:06:11,2704,278.59,1.83,18462.39,18470.99
17:06:12,610,440.6,2.78,18462.88,18471.33
17:06:13,2579,534.33,1.86,18463.25,18471.67
17:06:14,816,260.66,0.86,18463.38,18471.93
17:06:15,537,178.55,4.17,18463.57,18472.26
17:06:16,2089,395.05,4.49,18463.85,18472.71
17:06:17,2852,322.81,2.59,18464.29,18472.93
17:06:18,2768,192.59,2.79,18464.46,18473.17
17:06:19,1971,456.1,3.48,18464.73,18473.65
17:06:20,991,380.48,3.01,18465.0,18474.07
17:06:21,2956,474.73,2.4,18465.41,18474.51
17:06:22,1704,180.72,3.81,18465.51,18474.81
17:06:23,605,559.31,3.22,18465.69,18474.95
17:06:24,1143,157.14,4.17,18465.98,18475.2
